number,created_at,html_url,state,resolution,resolved_at,resolved_by_username,resolved_by_type,resolved_by_isadmin,secret_type,secret_type_display_name
1,2025-02-27T17:34:43Z,https://github.com/mgil-md/juice-shop/security/secret-scanning/1,open,,,,,,github_personal_access_token,GitHub Personal Access Token
